	featureCounts on dataset 110 and 121: egtBmutant	featureCounts on dataset 109 and 121: egtBmutant 2	featureCounts on dataset 108 and 121: egtBmutant3	featureCounts on dataset 113 and 121: wildtype 1	featureCounts on dataset 112 and 121: wildtype 2	featureCounts on dataset 111 and 121: wildtype 3
gene-BTH_RS08485	30.8477326305646	24.098012282574	26.1920448286312	46.2899976494664	27.2237819009844	40.4887908843433
gene-BTH_RS08490	0	0	0	0	0	0
gene-BTH_RS08495	84.8312647340526	92.8219732365811	106.78295199365	80.0431209355356	81.6713457029533	112.712039488848
gene-BTH_RS08500	31.8117242752697	16.9578604951446	19.1403404516921	29.895623481947	25.0458793489057	36.1116243022521
gene-BTH_RS08505	18.3158412493977	26.7755692028599	16.1181814330038	20.2518739716415	16.3342691405907	27.3572911380698
MSTRG.1245.1	0	0	0	0	0	0
MSTRG.1245.2	0	0	0	0	0	0
MSTRG.1245.3	0	0	0	0	0	0
gene-BTH_RS08515	0	0	0	0	0	0
gene-BTH_RS08520	0	0	0	0	0	0
gene-BTH_RS30275	0	0	0	0	0	0
gene-BTH_RS08525	0	0	0	0	1.08895127603938	0
gene-BTH_RS35605	0	0	0	0	0	0
gene-BTH_RS08535	271.84564380685	385.568196521183	212.558517647738	580.553720520391	620.702227342445	446.470991373299
gene-BTH_RS08540	0.963991644705143	0	0	0.96437495103055	6.53370765623626	1.09429164552279
gene-BTH_RS08545	11.5678997364617	15.1728225482873	12.0886360747529	18.3231240695804	17.42322041663	12.0372081007507
gene-BTH_RS08550	1.92798328941029	0.892518973428665	1.00738633956274	3.8574998041222	3.26685382811813	0
gene-BTH_RS08555	0	0	0	0	0	0
gene-BTH_RS30280	1723.6170607328	1912.66816005763	1246.13690203911	3574.93794347025	3700.2564359818	2880.17561101599
MSTRG.1247.2	2.89197493411543	0.892518973428665	0	1.9287499020611	4.35580510415751	3.28287493656837
gene-BTH_RS08560	0	0	0	0	0	0
gene-BTH_RS30285	2644.22908142621	2698.08485667485	2116.51869942132	5318.52785493348	5647.30131754021	4539.12174562854
gene-BTH_RS08570	1525.99877356824	1727.02421358447	1575.55223507612	3387.84920297032	3890.82290928869	2575.96253356065
gene-BTH_RS08575	650.694360175972	694.379761327501	706.177824033481	1715.62303788335	1723.80986997033	903.884899201826
gene-BTH_RS08580	1035.32702641332	1137.06917214812	1023.50452099574	1701.15741361789	1637.78271916322	1394.12755639604
gene-BTH_RS08585	5694.29864527328	5658.57029153774	6307.24587200231	6943.49964741996	7129.3640042298	6431.15200073745
gene-BTH_RS08590	903.260171088719	954.102782595243	890.529524173462	1408.95180345563	1488.59639434583	1308.77280804526
gene-BTH_RS08595	961.099669771028	981.770870771531	883.477819796523	1555.53679601228	1449.39414840841	1036.29418831008
gene-BTH_RS08600	940.85584523222	1032.64445225697	816.990321385382	1517.92617292209	1517.99807879889	1199.34364349298
gene-BTH_RS08605	48.1995822352572	42.8409107245759	44.3249989407605	77.149996082444	84.9381995310714	72.2232486045042
gene-BTH_RS34380	25.0637827623337	32.1306830434319	24.1772721495058	50.1474974535886	45.7359535936538	48.1488324030028
gene-BTH_RS08615	276.665602030376	294.531261231459	300.201129189696	191.910615255079	166.609545234025	196.972496194102
gene-BTH_RS08620	85.7952563787577	70.5089989008645	56.4136350155134	49.183122502558	42.4690997655357	54.7145822761396
gene-BTH_RS08625	187.978370717503	219.559667463452	171.255677725666	108.009994515422	103.450371223741	110.523456197802
gene-BTH_RS08630	315.225267818582	352.544994504323	333.444878395267	318.243733840081	294.016844530632	275.761494671743
gene-BTH_RS08635	109.895047496386	111.564871678583	104.768179314525	120.546868878819	92.5608584633471	143.352205563486
gene-BTH_RS08640	49.1635738799623	39.2708348308613	39.2880672429468	59.7912469638941	46.8249048696932	60.1860405037535
gene-BTH_RS35610	24.0997911176286	20.5279363888593	24.1772721495058	25.0737487267943	20.6900742447482	18.6029579738875
gene-BTH_RS08650	60.731473616424	57.1212142994346	89.6573842210838	93.5443702499633	87.1161020831502	95.2033731604829
MSTRG.1266.1	0	0	0	0.96437495103055	1.08895127603938	0
gene-BTH_RS08655	4.81995822352572	2.67755692028599	2.01477267912548	4.82187475515275	3.26685382811813	4.37716658209117
gene-BTH_RS08660	0	0	0	0	0	0
gene-BTH_RS08665	136.88681354813	125.845175253442	134.989769501407	125.368743633971	168.787447786103	103.957706324665
gene-BTH_RS08670	102.183114338745	91.9294542631525	98.7238612771485	121.511243829849	106.717225051859	103.957706324665
gene-BTH_RS08675	121.462947232848	132.092808067442	147.07840557616	123.43999373191	127.407299296607	137.880747335872
gene-BTH_RS08685	231.357994729234	240.087603852311	285.090334096255	253.630612121035	179.676960546497	192.595329612011
gene-BTH_RS08690	340.289050580916	342.727285796607	320.348855980951	245.91561251279	265.704111353608	273.572911380698
gene-BTH_RS08695	475.247880839636	493.562992306052	421.087489937225	409.859354187984	382.221897889821	409.265075425524
gene-BTH_RS35045	61.6954652611292	41.9483917511472	36.2659082242586	65.5774966700774	50.0917586978114	59.0917488582307
gene-BTH_RS08705	237.141944597465	479.282688731193	367.6960139404	286.419360456073	296.194747082711	250.592786824719
gene-BTH_RS08710	686.362051030062	1241.49389203927	710.207369391731	884.331830095014	959.366074190691	679.555111869654
gene-BTH_RS08715	0	0	0	0	0	0
gene-BTH_RS35050	88.6872313128732	309.704083779747	97.7164749375857	103.188119760269	120.873591640371	99.580539742574
gene-BTH_RS08720	226.538036505709	579.244813755203	239.757948815932	295.098735015348	346.286505780522	254.96995340681
gene-BTH_RS08725	13.495883025872	110.672352705154	6.04431803737644	14.4656242654582	6.53370765623626	7.66004151865954
gene-BTH_RS08730	0	0	0	0	0	1.09429164552279
gene-BTH_RS08735	0.963991644705143	1.78503794685733	0	0.96437495103055	0	1.09429164552279
gene-BTH_RS08740	0	0	0	0	0	0
gene-BTH_RS08745	161.950596310464	469.464980023478	143.048860217909	202.518739716415	198.189132239167	203.538246067239
gene-BTH_RS08750	0	0	0	0	0	0
gene-BTH_RS08755	23.1357994729234	159.760896243731	35.2585218846959	39.5393729922525	52.2696612498901	44.8659574664345
gene-BTH_RS08760	44.3436156564366	92.8219732365811	42.3102262616351	135.976868095308	114.339883984135	94.1090815149601
gene-BTH_RS08765	444.400148209071	454.29215747519	452.31646646367	160.086241871071	145.919470989277	145.540788854531
gene-BTH_RS08770	260.277744070389	279.358438683172	257.890902928061	239.164987855576	193.833327135009	172.898079992601
gene-BTH_RS08780	387.524641171468	393.600867282041	353.592605186522	410.823729139014	354.998115988837	350.173326567293
gene-BTH_RS08785	170.62652111281	145.480592668872	165.211359688289	157.19311701798	150.275276093434	126.937830880644
gene-BTH_RS30310	69.4073984187703	56.2286953260059	63.4653393924526	70.3993714252301	87.1161020831502	54.7145822761396
gene-BTH_RS08790	579.358978467791	533.726346110342	596.372713021142	572.838720912147	601.101104373736	644.537779212924
gene-BTH_RS08800	1616.61398817052	1422.67524364529	1694.42382314453	710.744338909515	754.643234295288	982.673897679467
gene-BTH_RS08810	229.430011439824	226.699819250881	215.580676666426	216.984363981874	236.302426900545	213.386870876944
gene-BTH_RS08815	97.3631561152195	87.4668593960092	90.6647705606466	91.6156203479022	88.2050533591896	91.9204982239145
gene-BTH_RS08820	0	0	0	0	0	0
gene-BTH_RS08825	24.0997911176286	31.2381640700033	29.2142038473194	49.183122502558	30.4906357291026	52.525998985094
gene-BTH_RS08830	35.6676908540903	22.3129743357166	21.1551131308175	31.8243733840081	11.9784640364332	44.8659574664345
gene-BTH_RS08835	0	0	0	0	0	0
gene-BTH_RS08845	54.9475237481932	49.0885435385766	39.2880672429468	54.9693722087413	46.8249048696932	64.5632070858447
gene-BTH_RS08850	22.1718078282183	29.4531261231459	24.1772721495058	34.7174982370998	19.6011229687088	35.0173326567293
gene-BTH_RS08855	118.570972298733	106.209757838011	109.805111012339	106.08124461336	139.38576333304	121.46637265303
gene-BTH_RS08860	136.88681354813	155.298301376588	167.226132367415	197.696864961263	187.299619478773	176.180954929169
gene-BTH_RS08865	147.490721639887	176.718756738876	182.336927460856	145.620617605613	178.588009270458	198.066787839625
gene-BTH_RS08870	145.562738350477	161.545934190588	160.174427990476	158.15749196901	126.318348020568	159.766580246328
gene-BTH_RS08875	113.751014075207	116.027466545726	128.945451464031	119.582493927788	125.229396744528	144.446497209008
gene-BTH_RS08880	0	0	0	0	0	0
gene-BTH_RS08885	136.88681354813	128.522732173728	192.410790856483	160.086241871071	191.65542458293	142.257913917963
gene-BTH_RS08890	261.241735715094	244.550198719454	262.927834625875	236.271863002485	264.615160077569	319.533160492655
gene-BTH_RS08895	385.596657882057	326.661944274891	378.77726367559	260.381236778248	405.089874686648	410.359367071047
gene-BTH_RS08900	241.961902820991	223.129743357166	224.647153722491	246.879987463821	292.927893254593	288.892994418017
gene-BTH_RS08905	223.646061571593	211.526996702594	225.654540062054	210.23373932466	307.084259843104	281.232952899357
MSTRG.1306.1	57.8394986823086	43.7334296980046	70.5170437693918	45.3256226984358	60.9812714582051	55.8088739216624
gene-BTH_RS08910	0	0	0	0	0	0
gene-BTH_RS34385	0	0	0	0	0	0
gene-BTH_RS08920	0	0	0	0	0	0
gene-BTH_RS35615	17.3518496046926	9.81770870771531	9.06647705606466	17.3587491185499	8.71161020831502	17.5086663283647
gene-BTH_RS08925	900.368196154604	818.439898634086	1072.86645163432	1338.5524320304	1621.44845002263	1036.29418831008
gene-BTH_RS08930	85.7952563787577	76.7566317148652	83.6130661837074	108.009994515422	79.4934431508745	97.3919564515284
gene-BTH_RS08935	109.895047496386	127.630213200299	89.6573842210838	106.08124461336	96.9166635675046	130.220705817212
gene-BTH_RS08940	44.3436156564366	65.1538850602925	35.2585218846959	72.3281213272912	62.0702227342445	78.788998477641
gene-BTH_RS08945	255.457785846863	309.704083779747	237.743176136807	308.599984329776	236.302426900545	270.290036444129
gene-BTH_RS08950	28.9197493411543	22.3129743357166	20.1477267912548	28.9312485309165	39.2022459374176	33.9230410112065
MSTRG.1314.1	21.2078161835131	11.6027466545726	15.1107950934411	12.5368743633971	17.42322041663	14.2257913917963
gene-BTH_RS08955	20.243824538808	22.3129743357166	17.1255677725666	23.1449988247332	8.71161020831502	22.9801245559786
gene-BTH_RS08960	0	0	0	0	0	0
gene-BTH_RS08975	0	0	0	0	0	0
gene-BTH_RS08990	0	0	0	0	0	0
gene-BTH_RS08995	0	0	0	0	0	0
gene-BTH_RS09000	0	0	0	0	0	0
gene-BTH_RS09005	0	0	0	0	0	0
gene-BTH_RS09010	0	0	0	0	0	0
gene-BTH_RS09020	0	0	0	0	0	0
gene-BTH_RS08965	0	0	0	0	0	0
gene-BTH_RS08980	0	0	0	0	0	0
gene-BTH_RS08985	0	0	0	0	0	0
gene-BTH_RS09025	27.9557576964492	41.9483917511472	45.3323852803233	33.7531232860692	25.0458793489057	22.9801245559786
gene-BTH_RS09030	404.87649077616	401.633538042899	514.77441951656	237.236237953515	266.793062629647	216.669745813513
gene-BTH_RS09035	251.601819268042	214.20455362288	326.393174018328	158.15749196901	139.38576333304	118.183497716461
gene-BTH_RS35055	0	0	0	0	0	0
gene-BTH_RS09040	413.552415578506	383.783158574326	417.057944578974	272.918111141646	361.531823645073	340.324701757588
gene-BTH_RS09045	72.2993733528857	85.6818214491518	66.4874984111408	46.2899976494664	63.1591740102839	80.9775817686866
gene-BTH_RS09050	0	0	0	0	0	0
gene-BTH_RS09055	0	0	0	0	0	0
gene-BTH_RS09060	131.102863679899	139.232959854872	153.122723613536	240.129362806607	201.455986067285	153.200830373191
gene-BTH_RS09065	188.942362362208	152.620744456302	209.53635862905	270.989361239584	234.124524348466	229.801245559786
gene-BTH_RS09070	332.577117423274	340.94224784975	329.415333037016	528.477473164741	454.09268210842	395.039284033728
gene-BTH_RS09075	900.368196154604	816.654860687228	1060.77781555956	1342.40993183453	1374.25651036169	1071.31152096681
gene-BTH_RS09080	362.460858409134	286.498590470601	325.385787678765	372.248731097792	360.442872369034	393.944992388205
gene-BTH_RS09085	2.89197493411543	6.24763281400065	3.02215901868822	6.75062465721385	1.08895127603938	3.28287493656837
gene-BTH_RS09095	276.665602030376	215.989591569737	216.588063005989	280.63311074989	221.057109035994	332.664660238929
gene-BTH_RS09100	93.5071895363989	58.0137332728632	65.4801120715781	79.0787459845051	77.3155405987958	67.8460820224131
gene-BTH_RS09105	0	0	0	0	0	0
gene-BTH_RS09110	86.7592480234629	82.1117455554372	77.5687481463309	91.6156203479022	81.6713457029533	76.6004151865954
gene-BTH_RS09115	48.1995822352572	49.9810625120052	70.5170437693918	32.7887483350387	30.4906357291026	59.0917488582307
gene-BTH_RS09120	394.272582684404	312.381640700033	373.740331977776	180.338115842713	205.811791171442	214.481162522467
gene-BTH_RS35060	54.9475237481932	59.7987712197205	46.339771619886	61.7199968659552	50.0917586978114	52.525998985094
gene-BTH_RS09125	808.788989907615	761.318684334651	922.765887039469	654.810591749743	826.514018513887	810.870109332388
gene-BTH_RS09130	194.726312230439	189.214022366877	188.381245498232	217.948738932904	243.925085832821	331.570368593406
gene-BTH_RS09135	316.189259463287	348.082399637179	298.186356510571	456.14935183745	457.359535936538	473.828282511369
gene-BTH_RS35065	16.3878579599874	90.1444163162951	12.0886360747529	22.1806238737026	25.0458793489057	30.6401660746382
gene-BTH_RS09145	22.1718078282183	78.5416696617225	24.1772721495058	28.9312485309165	20.6900742447482	21.8858329104558
gene-BTH_RS34390	146.526729995182	423.053993405187	134.989769501407	151.406867311796	215.612352655797	155.389413664236
gene-BTH_RS09155	20.243824538808	82.1117455554372	19.1403404516921	25.0737487267943	31.5795870051419	25.1687078470242
gene-BTH_RS09160	455.968047945533	611.375496798635	501.678397102244	374.177480999853	494.383879321877	490.242657194211
gene-BTH_RS09165	54.9475237481932	89.2518973428665	69.509657429829	51.1118724046191	50.0917586978114	59.0917488582307
gene-BTH_RS09170	54.9475237481932	83.8967835022945	56.4136350155134	43.3968727963747	43.5580510415751	74.4118318955498
gene-BTH_RS09175	70.3713900634754	113.34990962544	65.4801120715781	90.6512453968717	77.3155405987958	86.4490399963005
gene-BTH_RS09180	703.713900634754	729.188001291219	766.621004407245	882.403080192953	891.85109507625	961.882356414534
gene-BTH_RS09185	768.301340829999	708.66006490236	847.211911572264	803.324334208448	953.921317810495	1010.03118881754
gene-BTH_RS09190	458.860022879648	451.614600554904	420.080103597662	497.617474731764	520.518709946822	614.991904783809
gene-BTH_RS09195	78.0833232211166	52.6586194322912	75.5539754672055	92.5799952989328	94.7387610154258	82.0718734142094
gene-BTH_RS35460	26.0277744070389	23.2054933091453	13.0960224143156	33.7531232860692	27.2237819009844	20.791541264933
gene-BTH_RS35075	79.0473148658217	79.4341886351512	54.3988623363879	95.4731201520244	94.7387610154258	99.580539742574
gene-BTH_RS09215	110.859039141091	107.10227681144	90.6647705606466	95.4731201520244	42.4690997655357	83.1661650597322
gene-BTH_RS09220	1.92798328941029	0.892518973428665	3.02215901868822	1.9287499020611	1.08895127603938	3.28287493656837
gene-BTH_RS09225	0	0	0	0	0	0
gene-BTH_RS09230	239.069927886875	260.61554024117	234.721017118118	149.478117409735	113.250932708095	123.654955944075
gene-BTH_RS09235	93.5071895363989	93.7144922100098	92.679543239772	54.9693722087413	38.1132946613782	53.6202906306168
gene-BTH_RS09240	79.0473148658217	66.0464040337212	59.4357940342016	58.8268720128635	38.1132946613782	27.3572911380698
gene-BTH_RS09245	109.895047496386	100.854643997439	97.7164749375857	100.294994907177	108.895127603938	149.917955436622
gene-BTH_RS09250	30.8477326305646	24.9905312560026	37.2732945638214	49.183122502558	16.3342691405907	39.3944992388205
gene-BTH_RS09255	0	0	0	0	0	0
gene-BTH_RS09260	23.1357994729234	31.2381640700033	28.2068175077567	54.0049972577108	33.7574895572207	32.8287493656837
gene-BTH_RS09265	74.227356642296	55.3361763525772	43.3176126011978	62.6843718169857	39.2022459374176	73.317540250027
gene-BTH_RS09270	49.1635738799623	63.3688471134352	50.369316978137	62.6843718169857	60.9812714582051	83.1661650597322
gene-BTH_RS09275	62.6594569058343	50.8735814854339	64.4727257320153	101.259369858208	67.5149791144414	71.1289569589814
gene-BTH_RS09285	80.0113065105269	68.7239609540072	71.5244301089545	87.75812054378	74.0486867706777	64.5632070858447
gene-BTH_RS33430	39.5236574329109	51.7661004588626	58.4284076946389	55.9337471597719	80.5823944269139	56.9031655671852
gene-BTH_RS09290	87.723239668168	61.5838091665779	78.5761344858937	71.3637463762607	52.2696612498901	56.9031655671852
gene-BTH_RS09295	541.76330432429	517.661004588626	624.579530528899	500.510599584855	577.14417630087	569.031655671852
gene-BTH_RS09300	191.834337296323	149.943187536016	192.410790856483	194.803740108171	189.477522030852	190.406746320966
gene-BTH_RS34395	10.6039080917566	8.03267076085798	19.1403404516921	13.5012493144277	16.3342691405907	18.6029579738875
gene-BTH_RS09310	24.0997911176286	20.5279363888593	25.1846584890685	32.7887483350387	46.8249048696932	26.262999492547
gene-BTH_RS09315	194.726312230439	149.050668562587	144.056246557472	221.806238737026	190.566473306891	219.952620750081
gene-BTH_RS09325	46.2715989458469	34.8082399637179	30.2215901868822	33.7531232860692	33.7574895572207	37.2059159477749
gene-BTH_RS09330	51.0915571693726	35.7007589371466	48.3545442990115	41.4681228943136	33.7574895572207	55.8088739216624
gene-BTH_RS09335	29.8837409858594	12.4952656280013	20.1477267912548	27.0024986288554	10.8895127603938	27.3572911380698
gene-BTH_RS09340	6.747941512936	5.35511384057199	11.0812497351901	6.75062465721385	0	6.56574987313675
gene-BTH_RS09345	0	0	0	0	0	0
gene-BTH_RS09350	45.3076073011417	30.3456450965746	27.199431168194	40.5037479432831	8.71161020831502	39.3944992388205
gene-BTH_RS09355	1.92798328941029	0	2.01477267912548	0	0	2.18858329104558
gene-BTH_RS09360	0	0.892518973428665	0	0	0	0
gene-BTH_RS09365	0	0.892518973428665	0	0	0	0
gene-BTH_RS09370	0	0	0	0	0	0
gene-BTH_RS09375	174.482487691631	144.588073695444	246.809653192871	65.5774966700774	70.7818329425595	94.1090815149601
gene-BTH_RS09380	16.3878579599874	10.710227681144	7.05170437693918	11.5724994123666	6.53370765623626	7.66004151865954
gene-BTH_RS09385	0	0	0	0	0	0
gene-BTH_RS09390	0	0	0	0	0	0
gene-BTH_RS09395	0	0	0	0	0	0
gene-BTH_RS09400	0	0	0	0	0	0
gene-BTH_RS09405	364.388841698544	365.932779105753	412.021012881161	847.685581955853	836.314579998242	745.212610601021
